formula,surface_facet,adsorbate,E_clean_slab_eV,E_slab_with_h_eV,E_h2_eV,ΔGH_eV,descriptor_eV,source,adsorption_site,h2_source,relaxed,status,timestamp,stage,basis,xc,kpts,relax_steps,fmax,site_search,mpi_ranks,omp_threads,restart_used
Ni,MoS2_interface_(111)_cluster4Ir,H,13219.808492942419,11940.853886033066,-6.557687608125613,-1275.6757631052894,-1275.6757631052894,MACE-MP-0_small,top_3,cache,True,completed,2026-05-06T01:14:33.407655,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_cluster4Pd,H,13701.031889274054,11961.185809033284,-6.557687608125613,-1736.5672364367072,-1736.5672364367072,MACE-MP-0_small,top_centroid,cache,True,completed,2026-05-06T01:16:00.745153,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_cluster4Pt,H,13750.963331312312,12157.276905846764,-6.557687608125613,-1590.4075816614857,-1590.4075816614857,MACE-MP-0_small,top_4,cache,True,completed,2026-05-06T01:17:33.405668,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_dopAg,H,13505.513130731782,11154.29493164621,-6.557687608125613,-2347.9393552815086,-2347.9393552815086,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:19:06.384301,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_dopAu,H,13505.513130731782,11154.29493164621,-6.557687608125613,-2347.9393552815086,-2347.9393552815086,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:20:15.950632,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_dopIr,H,13505.513130731782,11154.29493164621,-6.557687608125613,-2347.9393552815086,-2347.9393552815086,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:21:24.903082,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_dopNi,H,13505.513130731782,11154.29493164621,-6.557687608125613,-2347.9393552815086,-2347.9393552815086,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:22:34.540022,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_dopPd,H,13505.513130731782,11154.29493164621,-6.557687608125613,-2347.9393552815086,-2347.9393552815086,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:23:44.407069,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_dopPt,H,13505.513130731782,11154.29493164621,-6.557687608125613,-2347.9393552815086,-2347.9393552815086,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:24:53.434912,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,MoS2_interface_(111)_dopRu,H,13505.513130731782,11154.29493164621,-6.557687608125613,-2347.9393552815086,-2347.9393552815086,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:26:03.547280,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100),H,-15.651109181547554,-16.863076010615487,-6.557687608125613,2.0668769749948734,2.0668769749948734,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:27:12.471854,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster2Ag,H,34.00722310154674,32.58384848827325,-6.557687608125613,1.8554691907893113,1.8554691907893113,MACE-MP-0_small,bridge_center,cache,True,completed,2026-05-06T01:29:11.263663,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster2Au,H,29.954756397956203,28.42775503628377,-6.557687608125613,1.7518424423903736,1.7518424423903736,MACE-MP-0_small,bridge_center,cache,True,completed,2026-05-06T01:29:59.864199,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster2Ir,H,52.11545107651216,49.42747549374076,-6.557687608125613,0.5908682212914056,0.5908682212914056,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:30:45.443256,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster2Pd,H,22.484956262074775,20.039937157372492,-6.557687608125613,0.8338246993605236,0.8338246993605236,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T01:31:28.607505,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster2Pt,H,46.200021784527394,43.93076700579047,-6.557687608125613,1.0095890253258841,1.0095890253258841,MACE-MP-0_small,bridge_center,cache,True,completed,2026-05-06T01:32:03.435300,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster4Ag,H,87.88285431255349,86.36465566404388,-6.557687608125613,1.760645155553196,1.760645155553196,MACE-MP-0_small,bridge_center,cache,True,completed,2026-05-06T01:32:40.376920,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster4Au,H,83.39917605398307,82.18041074931318,-6.557687608125613,2.0600784993929193,2.0600784993929193,MACE-MP-0_small,top_centroid,cache,True,completed,2026-05-06T01:34:23.821317,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster4Ir,H,137.40812714105402,134.8166027638623,-6.557687608125613,0.6873194268710887,0.6873194268710887,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T01:35:28.781786,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster4Pd,H,68.97616111769423,66.63841251763222,-6.557687608125613,0.9410952040007925,0.9410952040007925,MACE-MP-0_small,top_centroid,cache,True,completed,2026-05-06T01:36:38.840869,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(100)_cluster4Pt,H,126.6436482420529,124.7331738348131,-6.557687608125613,1.3683693968230028,1.3683693968230028,MACE-MP-0_small,top_centroid,cache,True,completed,2026-05-06T01:38:03.282571,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111),H,467.13498634442954,-4097.481635222812,-6.557687608125613,-4561.337777763179,-4561.337777763179,MACE-MP-0_small,top_5,cache,True,completed,2026-05-06T01:39:25.796125,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster2Ag,H,993.5991342409031,991.587089685074,-6.557687608125613,1.2667992482336996,1.2667992482336996,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T01:42:04.502546,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster2Au,H,897.4695941707005,896.0140516209817,-6.557687608125613,1.8233012543440492,1.8233012543440492,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:43:06.253938,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster2Ir,H,993.125295994527,990.5264129665807,-6.557687608125613,0.6799607761164208,0.6799607761164208,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T01:44:12.052255,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster2Pd,H,830.9682010607726,829.7577917135568,-6.557687608125613,2.0684344568470334,2.0684344568470334,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T01:45:02.591104,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster2Pt,H,988.816418093104,987.6055797869167,-6.557687608125613,2.0680054978755362,2.0680054978755362,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:46:03.177862,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster4Ag,H,1258.8179487230693,1253.8013628013948,-6.557687608125613,-1.7377421176116985,-1.7377421176116985,MACE-MP-0_small,top_3,cache,True,completed,2026-05-06T01:47:05.413974,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster4Au,H,1150.9485470650873,1102.1536332208645,-6.557687608125613,-45.51607004015991,-45.51607004015991,MACE-MP-0_small,top_3,cache,True,completed,2026-05-06T01:49:08.244223,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster4Ir,H,1415.5818516275071,-6113.752009473291,-6.557687608125613,-7526.055017296736,-7526.055017296736,MACE-MP-0_small,top_3,cache,True,completed,2026-05-06T01:50:42.706527,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster4Pd,H,1016.596125934401,1015.174015502801,-6.557687608125613,1.8567333724628026,1.8567333724628026,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T01:53:04.577353,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ni,Ti3C2O2_interface_(111)_cluster4Pt,H,1245.879405406792,1244.6182895154598,-6.557687608125613,2.0177279127304684,2.0177279127304684,MACE-MP-0_small,top_centroid,cache,True,completed,2026-05-06T01:55:21.051304,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ti3C2O2,(100),H,-932.2723000633976,-937.7992641377833,-6.557687608125613,-2.2481202703229672,-2.2481202703229672,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T01:57:45.773831,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ti3C2O2,(110),H,-891.8052540317271,-897.439248536403,-6.557687608125613,-2.355150700613105,-2.355150700613105,MACE-MP-0_small,top_3,cache,True,completed,2026-05-06T01:58:29.380159,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
Ti3C2O2,(111),H,-924.0632337922216,-928.7381958318462,-6.557687608125613,-1.3961182355617683,-1.3961182355617683,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T01:59:24.585311,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
graphene,N_doped,H,-293.8199955206055,-296.40068103088555,-6.557687608125613,0.6981582937827722,0.6981582937827722,MACE-MP-0_small,top_5,cache,True,completed,2026-05-06T02:01:12.297717,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
graphene,nanoribbon,H,-317.66807460802727,-319.87122709702425,-6.557687608125613,1.075691315065829,1.075691315065829,MACE-MP-0_small,top_2,cache,True,completed,2026-05-06T02:01:39.425705,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
graphene,sheet,H,-295.0215307200041,-297.224397937309,-6.557687608125613,1.0759765867578932,1.0759765867578932,MACE-MP-0_small,top_1,cache,True,completed,2026-05-06T02:01:56.576200,stage0,mace_small,MACE-MP-0,"1,1,1",30,0.05,basic,1,32,False
